StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,I4,I5,I6,I7,I8,I9,I10,I11,I12,AN2,AN3,AN4,AN5,AN6,AN7,AN8,AN9,AN10,AN11,AN12,AN14_1,AN15,AN16,AN17,AN18,AN19,SP2,SP3,SP4,SP5,SP6,SP7,SP8,SP9,SP10,SP11,SP12,SP14_1,SP15,SP16,SP17,SP18,SP19,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP14_1,AP15,AP16,AP17,AP18,AP19,SN2,SN3,SN4,SN5,SN6,SN7,SN8,SN9,SN10,SN11,SN12,SN14_1,SN15,SN16,SN17,SN18,SN19,D1,D2,D2_6_TEXT,D3,D4,mTurkCode
2017-05-12 16:38:25,2017-05-12 16:55:49,IP Address,68.96.236.188,100,1044,True,2017-05-12 16:55:50,R_3sobuwVt5l0ZeYd,,,,,36.039703369141,-114.98190307617,anonymous,100000,5,5,6,6,6,6,6,Yes,Extremely,6,6,6,6,Extremely,6,6,Extremely,6,"Pros: A lot of great experience, a lot of tech savvy, good people skills
Cons: Maybe not as much experience as is desirable in a consulting position, no work experience outside of Detroit, could have stronger tech background",88,1,145000,Moderately promotable,Yes,Yes,6,6,Extremely,6,6,Extremely,6,6,6,Extremely,"Pros: Great experience, leadership skills, strong education
Cons: weaker tech skills, measurable results, geographical experience lacking. ",89,1,140000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Bachelor's degree in college (4-year),I am  a parent or legal guardian,5023553
2017-05-12 17:33:31,2017-05-12 17:56:05,IP Address,104.52.248.145,100,1354,True,2017-05-12 17:56:06,R_zZFrJvoRWelVmWB,,,,,34.491592407227,-82.615798950195,anonymous,45000,6,6,6,5,Extremely,6,Extremely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,Extremely,Extremely,5,6,6,6,"Pros: She seems to be very smart, highly capable and has a lot of varying experience.
Cons: She may not be the follower type, she may only have interest in the lead positions, she may need a higher salary than normal.",80,4,140000,Most certainly will be promoted,Yes,Yes,6,6,6,Extremely,5,6,5,Extremely,6,6,"Pros: She seems to be well educated, very smart and highly experienced.
Cons: She may be too experienced for lower end work, she may not take orders very well, she seems like she is more the boss than the worker.",75,4,150000,Most certainly will be promoted,Yes,Yes,Male,White,,Associate degree in college (2-year),I am NOT a parent or legal guardian,3840386
2017-05-12 16:35:11,2017-05-12 18:02:41,IP Address,67.243.175.36,100,5250,True,2017-05-12 18:02:41,R_3iriCHW4YLsSGir,,,,,40.751693725586,-73.883201599121,anonymous,80000,5,6,5,5,6,5,5,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5,4,5,5,5,4,"Pros:
1. Hard-working
2. Intelligent
3. Fit for the job

Cons:
1. Ouchie
2. Nope
3. Not good jobs.",49,1,160000,Moderately promotable,Yes,Yes,Extremely,6,Extremely,6,Extremely,6,Extremely,6,6,6,"Pros:
1. She's a leader
2. She's very focused
3. Makes clear objectives

Cons:
1. Very demanding.
2. Pretty rigorous
3. Really ambitious.",81,4,180000,Most certainly will be promoted,Yes,Yes,Male,Asian,,Associate degree in college (2-year),I am NOT a parent or legal guardian,7855957
2017-05-12 17:39:15,2017-05-12 18:07:33,IP Address,66.87.134.235,100,1698,True,2017-05-12 18:07:34,R_3MtlJ2CQ0iI3dhp,,,,,38.581604003906,-121.49440002441,anonymous,0,2,4,5,4,Extremely,6,2,No,6,6,Extremely,4,5,Extremely,Extremely,4,Extremely,4,"3 pros: 1st: Applicant would bring new ideas to company.
2nd: Applicant would be highly motivated to show skills and talent which could help company.
3rd: Applicant wouldn't be stuck with just following what was previously done for company.
3 cons: 1st: Applicant is new to company, would have to spend time learning about companies plan.
2nd: Could be over skilled and get bored with position easy.
3rd: Possibly over confident, leaving no room for advice.",75,1,150000,Most certainly will be promoted,Yes,Yes,6,Extremely,Extremely,5,4,Extremely,Extremely,5,Extremely,Extremely,"Pros: 1. Applicant would be very motivated and confident.
2. Applicant would show fresh views and ideas.
3. Applicant wouldn't be stuck following past experiences.
Cons: 1. Applicant would not know company culture or values.
2. Applicant would have to have time for training.
3. Expectations would be high.",75,1,160000,Most certainly will be promoted,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Some college but no degree,I am  a parent or legal guardian,4313340
2017-05-12 18:17:34,2017-05-12 18:42:41,IP Address,172.115.21.188,100,1507,True,2017-05-12 18:42:42,R_1eDaqwb5S9mzYt0,,,,,33.757598876953,-118.07769775391,anonymous,80000,5,6,5,5,6,5,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,"Pros: 1. Sounds like a strong leader who would make balanced business decisions
2. Solid relevant education in the field as well as practical experience
3. Has good results as indicated on resume

Cons:1.More experience in PR than marketing- not sure if that makes much of a difference but it's worth nothing
2.Has worked in the same area- might have an affect on the tactics and strategies used in marketing? Might be different in other areas
3.I cannot think of a third con",80,2,155000,Most certainly will be promoted,Yes,Yes,6,6,6,6,6,6,6,6,6,6,"Pros: 1.Good results in their work as noted on resume
2. Wide array of clientele, knowledge of marketing in different capacities for different types of companies and people
3. Well rounded as seen in relevant activities and other things noted on resume

Cons:1. More focus on event-based marketing
Cannot think of any more cons
",80,2,155000,Most certainly will be promoted,Yes,Yes,Female,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,7980460
2017-05-12 18:16:42,2017-05-12 18:43:09,IP Address,68.234.105.60,100,1587,True,2017-05-12 18:43:10,R_RxksuwOQm03F0g9,,,,,39.685501098633,-96.136596679688,anonymous,45000,4,4,5,5,6,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,Extremely,6,6,6,6,"PROS
1. She has shown great skills in marketing, sales and product managment.
2. She is skilled in websites which is vital in the digital age.
3. She has a Master's degree in Business management

CONS
1. She has a limited work history.
2. Despite impressive successes she has not stayed with a company more than a few years.
3. She lives in New York",85,I believe in flexible hours as long as a job is being done,148000,Moderately promotable,Yes,Yes,6,6,6,6,6,Extremely,6,6,6,6,"PROS
1. Shows long term commitment in her most recent job
2. Varied skill set
3. Familiar with overseas markets
CONS
1. Only shows projected/expected results, not results achieved
2. Lives in New York
3. Degree in industrial management might not be relivant",85,I believe in flexible hours as long as a job is being done,155000,Moderately promotable,Yes,Yes,Female,White,,Some college but no degree,I am  a parent or legal guardian,3376559
2017-05-12 19:07:14,2017-05-12 19:32:35,IP Address,73.195.43.49,100,1521,True,2017-05-12 19:32:36,R_REyOmP6nvCdTRN7,,,,,39.95719909668,-74.916198730469,anonymous,48000,6,5,5,4,5,4,6,No,6,Extremely,6,6,6,5,6,Extremely,6,6,"Pros:Extensive skilset (leadership, organizational, management, etc), good school background, involved in community
Cons: Three different companies and 3/4 years, limited years in workforce, and a three month gap between jobs. Why the gap?",65,2,140000,Moderately promotable,Yes,Yes,6,Extremely,Extremely,6,6,Extremely,6,6,6,5,"Pros: Marketing experience, held prestigious roles in multiple companies, and strong leadership abilities.
Cons: Seems like she switched companies a lot (lacks commitment to one company), lacks overall work experience (only 6 years working), and school background is just average. ",65,3,145000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,4155828
2017-05-12 18:29:44,2017-05-12 20:02:13,IP Address,70.191.237.37,100,5549,True,2017-05-12 20:02:13,R_W6Duc5FeTBzGmkx,,,,,30.501998901367,-87.36009979248,anonymous,10000,Extremely,Extremely,6,6,6,6,Extremely,No,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"Being a coordinator isn't necessarily management experience.
Worked her way up the ladder regarding employment.",80,3,165000,Most certainly will be promoted,Yes,Yes,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,5,Extremely,Extremely,Extremely,"Led various teams.
Has a good education background to help them in this position.
Their experience from 2008 to 2011 isn't in the management department.
Projected results can always go the opposite direction.
Most of there experience is in marketing.
They maybe overqualified for this position.",80,3,155000,Most certainly will be promoted,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Associate degree in college (2-year),I am  a parent or legal guardian,6305124
2017-05-15 16:59:30,2017-05-15 17:04:19,IP Address,174.107.82.103,100,289,True,2017-05-15 17:04:20,R_299U7Eu45j3RKtt,,,,,33.622406005859,-78.974502563477,anonymous,5000,Extremely,Extremely,Extremely,Extremely,Extremely,6,Extremely,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Extremely,5,4,Extremely,5,5,Extremely,6,Extremely,"3 pros - He has a very nice background. Many years in the field already and  A masters to boot . 
3 cons - I really dont see any cons",63,1,135000,Most certainly will be promoted,Yes,Yes,5,Extremely,5,6,5,Extremely,6,Extremely,5,5,"3 pros - She was already an intern, so she has the hours already , has her masters in the field , she even launched her own plan
 
3 cons- None",54,2,135000,Most certainly will be promoted,Yes,Yes,Male,White,,Some college but no degree,I am NOT a parent or legal guardian,3083723
2017-05-15 16:57:33,2017-05-15 17:16:08,IP Address,67.175.27.194,100,1114,True,2017-05-15 17:16:08,R_bNlrRG4LN1djDR7,,,,,40.528198242188,-88.980102539062,anonymous,80000,6,Extremely,6,6,Extremely,5,2,No,6,5,6,6,6,6,3,6,5,3,"Pros: Has masters, leadership skills, strong performer,
Cons: Not enough experience, recent graduate, experience isn' varied",85,5,145000,Moderately promotable,Yes,Yes,5,5,5,6,6,5,2,6,4,3,"Pros: Worked for many clients, long tenure at current company, leadership experience
Cons: Industry experience is similar, same school for both undergrad and graduate studies, short work history",90,5,140000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,2824578
2017-05-15 16:51:51,2017-05-15 17:18:55,IP Address,108.219.197.134,100,1623,True,2017-05-15 17:18:56,R_3mfMhG10ZcBt0KV,,,,,37.622192382812,-87.108299255371,anonymous,75000,5,5,5,6,Extremely,Extremely,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"PROS:

1) Candidate has earned a Masters in Business Administration which requires hard work and dedication.
2) Candidate has doubled revenue in two of her positions. 
3) Candidate appears to be an extremely capable, proactive manager of projects and employees. 

CONS:
I see no cons for hiring this candidate. ",80,5,190000,Most certainly will be promoted,Yes,Yes,Extremely,Extremely,Extremely,Extremely,6,Extremely,6,6,Extremely,Extremely,"PROS:  
1) This candidate has earned a Masters in Business Administration which requires dedication and hard work. 
2) This candidate has years of relevant work experience.
3) This candidate knows how to create an impressive resume. 

CONS: 
1) Short employment time at a few companies.
2) I see no other cons to hiring this candidate. ",85,5,180000,Most certainly will be promoted,Yes,Yes,Female,White,,Associate degree in college (2-year),I am NOT a parent or legal guardian,6139378
2017-05-15 17:00:29,2017-05-15 17:19:57,IP Address,108.75.69.0,100,1167,True,2017-05-15 17:19:58,R_Qn8Pxqrz3jfSH6h,,,,,35.261703491211,-81.148498535156,anonymous,100000,6,5,6,5,Extremely,6,6,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,5,4,5,5,5,"Cons:
For a consultant she doesn't have many years of experience.  
The primary experience for management consulting comes from her one, single work experience.
No technical expertise listed.

Pros:
She has an MBA.
She did some good work at her most recent post.
She is active in the community.",80,30,110000,Moderately promotable,Yes,Yes,6,6,6,6,6,6,5,6,6,6,"Pros:
Solid experience across several workplaces.
MBA.
Involved in community.

Cons:
Only worked in Austin, TX.  Not much of a varied experience as far as locality.
No technical skills listed.
Consultants often have 10+ years of work experience.  She's a bit green.

",80,30,120000,Moderately promotable,Yes,Yes,Male,White,,Doctoral degree,I am NOT a parent or legal guardian,7848887
2017-05-15 17:06:41,2017-05-15 17:21:47,IP Address,159.118.248.134,100,906,True,2017-05-15 17:21:48,R_3EgK2FraprE4B2c,,,,,43.428497314453,-112.00409698486,anonymous,150000,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,No,6,6,6,6,6,6,4,6,6,6,"Pros = 1) She got her masters at the same time as working at two different companies, but be determined. 2) She is a woman, so that is good for HR reasons. 3) She has had a couple of good experiences under her belt to give good advice.

Cons= 1) She has only been out of school for under 5 years, so she lacks a lot of experience. 2) She hasn't seen a lot of real world examples outside of her current job. 3) She has never been on her own, she has only been a manager.",85,3,150000,Moderately promotable,Yes,Yes,6,6,6,6,6,6,6,6,6,6,"Pros = 1) She has experience is being a consultant. 2) She has had 4+ different jobs to give her some variety. 3) She also worked while getting her masters, also leading me to think she is driven.

Cons = 1) She is still lacking on years and different kinds of work experience. 2) She has only stayed in the Austin Texas area, so doesn't know other areas problems or challenges. 3) Hasn't had experience being a manager.",85,3,150000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,White,,Bachelor's degree in college (4-year),I am  a parent or legal guardian,4572923
2017-05-15 17:11:31,2017-05-15 17:43:36,IP Address,71.225.247.33,100,1924,True,2017-05-15 17:43:37,R_3gTM7D493TPTIkJ,,,,,39.982803344727,-75.17960357666,anonymous,100000,6,6,6,Extremely,Extremely,Extremely,5,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"Pros:
-Very experienced
-Has many skills/taken on many roles within marketing
-Strong leadership
Cons:
-Some of the roles she's taken on may not be relevant to this position
-4 years in consultant role
-Experience is heavily based in e-commerce and online marketing",75,3,160000,Most certainly will be promoted,Yes,Yes,Extremely,Extremely,Extremely,Extremely,6,Extremely,Extremely,Extremely,Extremely,Extremely,"Pros:
-More strategy/development-focused
-5 years of consulting experience
-Impressive results
Cons:
-Less years of management experience
-Dedicated 2 years to event planning experience (which may/may not be relevant to current position)
-Seems to have taken on less roles within marketing (more strategy-focused) ",80,3,160000,Most certainly will be promoted,Yes,Yes,Female,White,,Master's degree,I am NOT a parent or legal guardian,5414864
2017-05-15 17:32:27,2017-05-15 17:50:44,IP Address,47.201.242.108,100,1096,True,2017-05-15 17:50:45,R_1lAyIgBNIlpVLdI,,,,,27.49169921875,-82.640502929688,anonymous,70000,6,6,6,6,6,Extremely,Extremely,No,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"Pros: Excellent results getting results from marketing and branding activities, professional promotional writing skills, and participation in the Clean City Program shows an interest in the larger community.
Cons: Not sure if experience is broad enough to cover multiple aspects of improving a business' performance since most was in promotional and marketing endeavors, I get a sense of micro-managing or an unwillingness to delegate from the caliber of some of the points listed above",90,2,150000,Moderately promotable,Yes,Yes,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"Pros: development of pilot program, consistent success in a wide range of projects shows flexibility, and food bank warehouse management shows a concern for others and the larger community
Cons: last 2 positions indicate more autonomy than this applicant may be given in this position, may be a bit more forceful and opinionated than management desires, is accustomed to a broader scope of duties than management consultation will require so there needs to be evidence of a focused piont of view",93,2,150000,Most certainly will be promoted,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Associate degree in college (2-year),I am NOT a parent or legal guardian,3639203
2017-05-15 17:45:14,2017-05-15 18:00:43,IP Address,70.119.155.14,100,928,True,2017-05-15 18:00:43,R_3D86sI4oVPKDYR3,,,,,32.947799682617,-96.891502380371,anonymous,100000,Extremely,6,6,6,Extremely,5,5,No,6,6,6,5,5,6,4,5,5,5,"Pros: (1) Bachelors Degree (2) Specific result-oriented achievements listed in resume, which indicates the candidate may be focused on results (3) Seems younger, so may be more malleable.

Cons: (1) May not have sufficient experience (2) Seems very competitive which could be a good or bad thing (3) Did not stay at previous companies for more than 1 to 2 years.",50,5,160000,Most certainly will be promoted,Yes,Yes,6,5,6,5,5,6,5,6,6,5,"Pros: (1) Lists results so that may indicate the candidate is results-oriented (2) Lists actionable items e.g. developed, identified, created, conducted, etc. (3) Masters degree

Cons: (1) resume is not as organized as the previous candidate's resume (2) did not stay at one company for more than 1 to 2 years (3) ",50,5,140000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Other,Mixed,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,9388987
2017-05-15 17:43:33,2017-05-15 18:02:56,IP Address,98.204.86.112,100,1162,True,2017-05-15 18:02:56,R_3P7C80P8ehRQFaP,,,,,39.335403442383,-76.788803100586,anonymous,70000,4,3,4,4,5,5,5,Yes,6,6,Extremely,6,6,Extremely,6,Extremely,Extremely,Extremely,"Pros:
1) She seems to be great at increasing revenues and assets, which is great for company profits.
2)She has had a leading hand in many projects, so she is most likely a highly independent worker.
3)Since being out of college, she has gained valuable experience that would be great for the company.
Cons:
1) She does not mention soft skills like teamwork in her resume, which leaves her cooperative skills to be questionable.
2) There is not enough information to evaluate her results with getting and maintaining clients, which could be problematic.
3) This resume does not highlight her consulting skills enough. She could actually turn out not the be the best consultant. ",80,5,135000,Moderately promotable,Yes,Yes,5,6,5,6,Extremely,6,5,Extremely,5,6,"Pros:
1) Possesses leadership skills, will most likely be an independent consultant.
2) She seems to be a very detailed planner.
3)Has great plan development skills, but lacks the skills to follow up.

Cons:
1) Does not have recent results, may be lacking in that area.
2) Leadership skills are decent, but not the best. This is exemplified by the types of events and teams led.
3) She has experience, but does not seem experienced enough for the consultant position.",80,5,135000,Moderately promotable,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Black or African American,,Some college but no degree,I am NOT a parent or legal guardian,9324376
2017-05-15 17:38:59,2017-05-15 18:16:16,IP Address,24.187.79.162,100,2237,True,2017-05-15 18:16:17,R_UrUWm8jV0rE9gvT,,,,,41.206604003906,-73.171798706055,anonymous,75000,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Extremely,Extremely,Extremely,Extremely,6,Extremely,5,Extremely,5,"(Just as a note, I would be clear how old this resume is. Time duration is very important when considering a person's experience especially since the first experience is stately she doubled a real estates earning....but how long did it take for her to do that?.)
Pros: Clearly puts in effort in her job, she starts and follow through. 
Resume is very detailed, using words such as ""managed"", ""supervised"", and ""implemented"" really grabs the readers attention. 
Underlining the word ""Results"" really highlights her power. 

Cons: 
Lack of sentence structure (but uses periods), template evenness and inconsistent lists.
Writing seems weak if the resume is not clean and tidy (it could effect her professional communication skills). 
She could be more detailed about her experience. She could specify how many ads did she write in her first job or amount of successful negotiations has she had. 

",75,5,145000,Moderately promotable,Yes,Yes,Extremely,Extremely,Extremely,Extremely,5,Extremely,6,Extremely,Extremely,Extremely,"Pros: Especially in her first listed experience, Sarah tells you how long it took her to get certain results. It really shows her abilities.
She has direction and shows that she can produce results in a short amount of time. 
Used lingo/key phrases from the field to summaries her experiences.

Cons: Lack of consistency throughout the bullet points of her experiences. 
Formatting of the resume could be cleaned up. 
Doesn't highlight her result more clearly; they are really not noticeable (if I had less than one-two minutes to look at this resume I would have missed that). 

",88,6,160000,Most certainly will be promoted,Yes,Yes,Female,,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,2774392
2017-05-15 18:08:19,2017-05-15 18:19:04,IP Address,108.30.192.43,100,644,True,2017-05-15 18:19:04,R_BYtErqN3mcKJXa1,,,,,40.690307617188,-73.374900817871,anonymous,125000,5,4,4,5,5,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,5,4,4,"Pros:  achieves results, likely is energetic, likely is organized

Cons:  a lot of job turnover, minimal management experience, long commute",75,10,140000,Moderately promotable,Yes,Yes,5,4,5,4,4,4,4,5,4,4,"Pros
probably young and energetic
recent masters graduate
recent success
Cons
a lot of job changes
lacks management experience
work location/residence location discrepency",75,10,140000,Moderately promotable,Yes,Yes,Male,White,,Associate degree in college (2-year),I am  a parent or legal guardian,4940996
2017-05-15 18:22:48,2017-05-15 18:39:32,IP Address,71.92.103.113,100,1004,True,2017-05-15 18:39:32,R_21G06klwWXzatZ9,,,,,46.622192382812,-120.69560241699,anonymous,57000,Extremely,Extremely,6,4,4,5,5,No,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"Pros are that she is involved in extracurricular type activities such as Neighborhood Coordinator and Program Coordinator in organizations in her city, so she seems to be concerned with improving her community.  I'm very impressed with her resume.  She has an education from a business school, and she is ambitious enough to have achieved many goals at each of her jobs.  Cons are that her background seems more marketing/sales/business oriented than that of someone interested in consulting; I would expect to see more project management, planning, or maybe even some human resources activity.  Also her ""skills and knowledge"" section is a bit abstract without many concrete skills.  Also, based on her job history she doesn't seem to stay at a job for longer than 2 years. ",80,3,150000,Moderately promotable,No,No,Extremely,Extremely,6,5,4,6,6,Extremely,Extremely,Extremely,"Pros:  She is educated, with a bachelor's degree, she has relevant experience; the key words are ""strategy"" and ""strategic"" which relate directly to consultant skills, and her skills are versatile because not only is she a strategic consultant, but she has done market research and what looks to me like project management.  Some cons, from a managerial perspective, might be that this candidate is overqualified, or the position is not versatile enough for her, or maybe she is better suited for a management position. ",80,3,150000,Most certainly will be promoted,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Associate degree in college (2-year),I am NOT a parent or legal guardian,7587929
2017-05-15 18:41:51,2017-05-15 19:04:47,IP Address,24.57.133.68,100,1376,True,2017-05-15 19:04:48,R_WfHyiWGoKQEFYhb,,,,,42.294906616211,-83.052001953125,anonymous,12000,6,6,5,6,6,Extremely,6,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"Pros:
- Degree from a prestigious university.
-Masters degree graduate.
-Track record of commitment to previous employers.
-Multiple records of doubling revenues of previous employers. 

Cons:
-No volunteer experience.
-No organization or notable club memberships
-Resume packed with too much information.
",80,3,175000,Most certainly will be promoted,Yes,Yes,5,6,6,6,5,6,5,6,5,4,"Pros:
-Master's degree in business. 
-Previous experience consulting
-Volunteer experience

Cons:
-Plain resume
-No mention of GPA during studies
-Minor grammar errors in resume",80,3,140000,Moderately promotable,Yes,Yes,Male,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,8005772
2017-05-15 18:46:45,2017-05-15 19:05:07,IP Address,93.91.80.7,100,1102,True,2017-05-15 19:05:08,R_3lYqwERhZPR9QjD,,,,,37.751007080078,-97.821998596191,anonymous,120000,6,Extremely,6,Extremely,6,5,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Extremely,Extremely,6,5,6,6,Extremely,6,5,"Pros:
The consultant brings a wealth of knowledge.
The consultant has experience in specialized projects that other employees would be learning on the go.
The consultant would be able to set up web platform and then a lower paid employee could run the platform she had set up.
Cons:
The consultant could not properly show the employees how she set up platform when problems arise.
The consultant could put in a need to be retained in case of problems arising with her platform.
Great employees could be resentful that they were not given the time and opportunity to develop within the company and start looking elsewhere for employment. ",75,None,145000,Moderately promotable,Yes,Yes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Pros:
Candidate appears to be qualified.
Candidate has had success in growing business as a consultant.
Candidate is well educated.
Cons:
Candidate put 2006 instead of 2016 as sales totals.
Candidate is either claiming success before she was a consultant at Alliant Group.
Candidate can not be considered for consulting position when glaring error is in 1st paragraph of resume.",90,None,135000,Most certainly will NOT be promoted,No,No,Male,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,5871555
2017-05-15 18:56:41,2017-05-15 19:07:30,IP Address,108.14.182.150,100,649,True,2017-05-15 19:07:32,R_3dQVRinhh6OQLpy,,,,,40.651397705078,-73.870796203613,anonymous,150000,6,6,6,5,Extremely,6,4,No,6,6,6,6,6,6,6,6,6,6,"- Consulting experience 
- Involvement in community
- Extensive education (MBA)

- No NY experience (assuming job is in NY)
- Experience is more skewed toward public relations
- Middle job seems vague compared to extensiveness of the other two job descriptions",90,6,160000,Moderately promotable,Yes,Yes,4,5,5,6,5,5,4,5,4,4,"Pros 
- MBA with varied undergrad experience in industrial science
- Consulting experience
- Varied experience, including volunteer work

Cons
- Most of work experience is internships
- Employed in Austin but lives in NY?
- Seems like some 'job-hopping' going on - hasn't held down a job for very long, maybe due to internship status?",90,6,150000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Bachelor's degree in college (4-year),I am NOT a parent or legal guardian,5445967
2017-05-15 18:58:41,2017-05-15 19:12:43,IP Address,173.53.126.182,100,841,True,2017-05-15 19:12:43,R_2Cpn3Pu6QsBzI8R,,,,,37.733795166016,-77.88809967041,anonymous,60000,5,5,6,6,6,Extremely,Extremely,No,4,5,3,4,3,5,3,4,5,5,"She has moved up in the same company.
She increased revenue by double in her second year. 
She is motivated by going back to school. 
She doesn't seem to have experience in the specific field.
She has not been in the business for a long time.
Does she know the ends and outs in a business. ",92,3,135000,Moderately promotable,Yes,No,6,6,6,6,6,Extremely,5,6,6,6,"She is motivated inside and outside work.
She unlike the other candidate has been working since 2012 while the other person did not have anything after 2012.
She has more experience as a consultant.
She has moved from business to business a bit the longest being her present job. 
She may be busy with outside commitments. 
She may be too confident in herself. ",93,3,150000,Moderately promotable,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,White,,Master's degree,I am NOT a parent or legal guardian,8646831
2017-05-15 18:55:00,2017-05-15 19:12:53,IP Address,67.140.138.225,100,1073,True,2017-05-15 19:12:53,R_2w7a8J9fqAjEWvm,,,,,37.715301513672,-85.856498718262,anonymous,80000,5,6,6,6,5,6,Extremely,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,Extremely,Extremely,6,Extremely,5,6,6,6,"Pros:
1. Masters in business administration 
2. Great results at Atlantic Consultants 
3. Nice resume
Cons:
1. Only one business consultant position on resume 
2. Not at previous jobs for long
3. Nonspecific internships during undergraduate program",75,3,140000,Moderately promotable,Yes,Yes,6,6,Extremely,6,6,6,5,Extremely,Extremely,Extremely,"Pros:
1. Masters in business administration 
2. Good results with Alliant Group
3. Adequate details about past internships 
Cons:
1. Not in any position for substantial length of time. 
2. Not sure
3. Not sure- seems like a great candidate!",80,5,145000,Moderately promotable,Yes,Yes,Female,White,,Associate degree in college (2-year),I am  a parent or legal guardian,7853258
2017-05-15 19:26:46,2017-05-15 19:36:18,IP Address,198.204.209.128,100,571,True,2017-05-15 19:36:19,R_Tc5WDyzkxyuodcl,,,,,39.901000976562,-121.83059692383,anonymous,75000,5,6,6,6,6,6,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,Extremely,6,5,6,6,6,"Team Player
Great Observer
Passionate

May not be assertive enough
Too independent
May not be a team player",85,3,155000,Moderately promotable,Yes,Yes,6,6,Extremely,6,Extremely,Extremely,6,6,6,6,"Independent
Creative
Works well under pressure

Too Sure of herself
Not a team player
Prefers to work alone",88,2,150000,Moderately promotable,Yes,Yes,Female,White,,Associate degree in college (2-year),I am  a parent or legal guardian,5013535
